objid,ra,dec,hubble,group
J14271377+02504861,216.80737,2.846836,E4,train
J14391552+02434089,219.81467,2.728025,E4,train
J09200217+01021794,140.00904,1.038317,E4,train
J12043805+01471577,181.15854,1.787714,E4,test_expert
J10223179+02213887,155.63246,2.3607970000000003,E4,train
J11112871+03161747,167.86962,3.271519,E4,train
J15132368+02562473,228.34867000000003,2.940203,E4,train
J21572942-07474456,329.37258,-7.795711,E4,train
J21564676-06565038,329.19483,-6.947328,E4,train
J23562651-11050949,359.11046,-11.085969,E4,train
J03140552-08272485,48.523,-8.456903,E4,valid
J02451327-08205421,41.30529,-8.348392,E4,train
J03521258-06205624,58.05242,-6.3489559999999985,E4,valid
J23550682-09223212,358.7784200000001,-9.375589,E4,valid
J00260177-09315802,6.50737,-9.532783,E4,train
J21530508-07110699,328.2711700000001,-7.185275,E4,train
J23242597+13582020,351.10821,13.972278,E4,valid
J22370157+14241746,339.25654,14.40485,E4,test_expert
J01541807-09424853,28.575290000000006,-9.713481,E4,valid
J02085868-07460053,32.2445,-7.766814,E4,train
J23355925-09263140,353.99687,-9.442056,E4,train
J02032264-08375031,30.84433,-8.630642,E4,train
J12412955+63180702,190.37312,63.30195,E4,valid
J11111773+03115266,167.82387,3.1979610000000003,E4,test_expert
J11172588+03321179,169.35783,3.536608,E4,train
J08461298+48205430,131.55408,48.348417,E4,train
J08101793+42241979,122.57471,42.405497,E4,train
J07581279+38320709,119.55329,38.535303000000006,E4,train
J08225668+45290939,125.73617,45.485942,E4,train
J10394785+04344995,159.94937,4.580542,E4,train
J10004520+04440359,150.18833,4.734331,E4,train
J10591464+05173130,164.81099999999995,5.292028,E4,test_expert
J10120082+03211106,153.00342,3.353072,E4,valid
J11393945+04221744,174.91437,4.371511,E4,test_expert
J11102531+04355823,167.60546000000005,4.599508,E4,train
J10481162+04553985,162.04842,4.927736,E4,train
J11190321+05133880,169.76337,5.227444,E4,valid
J10390661+05123519,159.77754,5.209775,E4,train
J11495329+05420289,177.47204,5.700803,E4,train
J08454964+44330332,131.45683,44.550922,E4,test_expert
J10030784+00024253,150.78267,0.045147,E4,test_expert
J15161838+03040164,229.07658,3.067122,E4,train
J15151111+03505463,228.79629,3.848508,E4,test_expert
J16482651+41571121,252.11046,41.953114,E4,train
J16520292+40450861,253.01217000000003,40.752392,E4,valid
J09180642+49291882,139.52675,49.488561,E4,valid
J09504078+54112134,147.66992,54.189261,E4,train
J09273509+52123826,141.89621,52.210628,E4,test_expert
J12083153+60301392,182.13137,60.50386700000001,E4,train
J10184134+57165553,154.67225,57.28209200000001,E4,train
J13352889+59374960,203.87037,59.630444,E4,valid
J13351261+03391207,203.80254,3.653353,E4,valid
J17104922+31081837,257.70508,31.138436,E4,train
J16494328+38522177,252.43033,38.872714,E4,valid
J17150624+30083901,258.776,30.144169,E4,train
J11463532+61450153,176.64717,61.750425,E4,train
J12065996+62261705,181.74983,62.43806899999999,E4,train
J16294487+40484195,247.43696,40.811653,E4,test_expert
J16582626+33021535,254.60942000000003,33.037597,E4,train
J17104253+28501418,257.67721,28.837272,E4,test_expert
J16545533+34431032,253.73054,34.719533,E4,train
J13391161+61302197,204.79837,61.506103,E4,train
J15490024+50482986,237.251,50.808294,E4,train
J13314587-02424701,202.94112,-2.713058,E4,train
J13371681-02091590,204.32004,-2.154417,E4,train
J14024654-02050100,210.69392,-2.083611,E4,valid
J15330952-01515770,233.28967000000003,-1.866028,E4,train
J14360035-02501210,219.00146,-2.836694,E4,train
J23153093+13404070,348.87887,13.677972,E4,valid
J23251677+14213559,351.3198700000001,14.359886,E4,test_expert
J21162721+10460335,319.1133700000001,10.767597,E4,test_expert
J23233280+14371548,350.8866700000001,14.620967000000002,E4,train
J22554696-08545787,343.94567,-8.916075,E4,test_expert
J20533977-00374811,313.41571,-0.630031,E4,train
J21190027-00575031,319.75112,-0.963975,E4,train
J22442373-00530400,341.0988700000001,-0.884444,E4,valid
J21291251-00371828,322.30212,-0.621744,E4,test_expert
J23470854-00363909,356.78558,-0.610858,E4,train
J00203294-00084705,5.13725,-0.146403,E4,train
J22042531+00425550,331.10546,0.715417,E4,train
J22270424+00451750,336.76767,0.754861,E4,train
J22462412+00462453,341.6005,0.7734810000000001,E4,train
J10215028+52351396,155.4595,52.587211,E4,train
J01371287-00301552,24.30362,-0.504311,E4,train
J03334407-00313819,53.43362,-0.527275,E4,train
J01042527-00111472,16.10529,-0.187422,E4,train
J01075366+00193482,16.97358,0.326339,E4,train
J03252870+00164269,51.36958,0.278525,E4,test_expert
J03350233+00225414,53.75971,0.381706,E4,train
J01384737+01041837,24.697370000000006,1.071769,E4,test_expert
J08474537+39321083,131.93903999999998,39.536342,E4,valid
J08501608+39591591,132.567,39.98775300000001,E4,train
J08022364+31111584,120.5985,31.187733,E4,train
J09171411+44292107,139.30879,44.489186,E4,train
J08211043+35473355,125.29346,35.792653,E4,train
J07563420+30103246,119.1425,30.175683000000006,E4,test_expert
J08490120+41115723,132.255,41.199231,E4,train
J08454161+41165822,131.42337,41.282839,E4,train
J10142524+50075595,153.60517,50.132208,E4,valid
J11291934+54073417,172.33058,54.126158,E4,valid
J11031578+54064079,165.81575,54.11133100000001,E4,valid
J08314463+39401408,127.93596,39.670578000000006,E4,train
J08215546+38223881,125.48108,38.377447,E4,train
J07493547+30245984,117.39779,30.416622,E4,train
J07570391+33045982,119.26628999999998,33.083283,E4,valid
J08282553+40375005,127.10637,40.630569,E4,valid
J10110761+46545527,152.78171,46.915353,E4,train
J10200916+47340752,155.03817,47.568756,E4,train
J12265521+52043262,186.73004,52.07572800000001,E4,valid
J13075905+51554570,196.99604,51.929361,E4,train
J11481284+52422262,177.0535,52.706283,E4,test_expert
J12500711+52510065,192.52962,52.850181000000006,E4,train
J12590253+52372828,194.76054,52.624522,E4,test_expert
J08120672+31223171,123.028,31.375475,E4,train
J10155975+49003865,153.99896,49.010736,E4,test_expert
J11515788+53284585,177.99116999999995,53.47940300000001,E4,test_expert
J09470882+42112562,146.78675,42.19045,E4,valid
J08471555+35283016,131.81479,35.475044,E4,train
J12481892+50070302,192.07883,50.117506,E4,test_expert
J13021158+49543746,195.54825,49.910406,E4,train
J09503315+44185173,147.63812,44.314369,E4,train
J10252584+47284225,156.35766999999996,47.478403,E4,valid
J10051852+05341079,151.32717,5.569664,E4,test_expert
J11071656+06180882,166.81900000000005,6.30245,E4,train
J13342637+59222560,203.60987,59.373778,E4,train
J10172877+06004307,154.36987,6.011964,E4,train
J12035953+09125929,180.99804,9.216469,E4,valid
J08351198+05182926,128.79992,5.308128,E4,valid
J09010901+06063044,135.28753999999998,6.1084559999999986,E4,train
J12230666+10371642,185.77775,10.621228,E4,train
J11450925+49430796,176.28853999999995,49.718878,E4,train
J10263301+46580824,156.63754,46.968956,E4,train
J12045294+54135456,181.22058,54.231822,E4,train
J12280364+54114566,187.01517,54.19601700000001,E4,test_expert
J12031448+54325006,180.81033,54.54723900000001,E4,train
J11323401+54553583,173.14171000000005,54.926619,E4,train
J11362468+54591432,174.10283,54.987311,E4,test_expert
J13580210+53010172,209.50875,53.017144,E4,train
J11292278+55190649,172.34492,55.31846899999999,E4,train
J14294599+49332999,217.44162000000003,49.558331,E4,train
J15385636+42135824,234.73483,42.232844,E4,train
J14055239+53074453,211.46829,53.129036,E4,valid
J13551017+58175093,208.79237,58.29748100000001,E4,train
J15272873+49210688,231.86971,49.351911,E4,train
J14504652+54244054,222.69383,54.411261,E4,train
J16410212+30493847,250.25883,30.827353,E4,train
J16253751+35583947,246.40629,35.977631,E4,valid
J15485316+45573579,237.2215,45.959942,E4,train
J16051634+44312906,241.31808,44.524739,E4,train
J16534553+33122235,253.43971,33.206208000000004,E4,train
J01191349-01083997,19.80621,-1.144436,E4,train
J00120609-00245477,3.02537,-0.415214,E4,test_expert
J03053084-00241805,46.3785,-0.405014,E4,valid
J03234563+00002670,50.94012,0.007417,E4,valid
J23433478+00340410,355.89492,0.567806,E4,train
J00393321+00355090,9.88837,0.597472,E4,test_expert
J03435752+00261613,55.98967,0.437814,E4,train
J00424539+00583720,10.68912,0.977,E4,test_expert
J22121235-01050623,333.05146,-1.085064,E4,test_expert
J07512096+22301495,117.83733,22.504153,E4,valid
J08282935+30500383,127.12229,30.834397,E4,train
J08311848+31094569,127.827,31.162692,E4,test_expert
J09321473+39333397,143.06136999999995,39.559436,E4,train
J10125605+09120429,153.23353999999995,9.201192,E4,test_expert
J12051405+10364760,181.30854,10.613222,E4,train
J11480330+46102850,177.01375,46.174583,E4,train
J08031652+24403637,120.81883,24.676769,E4,valid
J08405114+31585344,130.21308,31.981511,E4,train
J10303852+44004579,157.6605,44.012719,E4,train
J11052876+46491635,166.36983,46.821208,E4,train
J10560237+11521987,164.00987,11.872186,E4,train
J08222847+06262617,125.61862,6.440603,E4,train
J09185933+09395179,139.74721,9.664386,E4,train
J09334608+10090896,143.442,10.152489,E4,valid
J10163490+12390639,154.14542,12.651775,E4,test_expert
J09442302+34201615,146.09592,34.337819,E4,train
J09340096+33592658,143.504,33.990717,E4,train
J09573147+36052876,149.38111999999995,36.091322,E4,valid
J10023447+37054035,150.64362,37.094542,E4,train
J12592237+48204348,194.84321,48.345411,E4,train
J15124544+41140088,228.18933,41.233578,E4,test_expert
J09575317+36204741,149.47154,36.34650300000001,E4,valid
J09005170+31095226,135.21542,31.164517,E4,valid
J09561663+37384944,149.06929,37.647067,E4,valid
J10243064+39443778,156.12767,39.743828,E4,train
J16040737+40341595,241.03071,40.571097,E4,test_expert
J15082342+49395761,227.09758,49.666003,E4,train
J15400449+46062143,235.01871,46.105953,E4,train
J15490776+44415824,237.28233,44.699511,E4,train
J12294535+56493488,187.43896,56.826356,E4,valid
J14333470+52431065,218.39458,52.719625,E4,train
J14574653+40040671,224.44387000000003,40.068531,E4,train
J12144249+12592476,183.67704,12.990211,E4,train
J13304735+11120274,202.69729,11.200761,E4,train
J13211870+12124665,200.32792,12.212958,E4,test_expert
J13052517+43270389,196.35487,43.451081,E4,valid
J11082492+43004666,167.10383000000004,43.012961,E4,test_expert
J13094659+44435050,197.44412,44.730694,E4,test_expert
J14223246+39350582,215.63525,39.58495,E4,valid
J10305358+41131604,157.72325,41.221122,E4,test_expert
J12184433+44465224,184.68471,44.781178,E4,train
J11042805+44015135,166.11687,44.030931,E4,train
J12045203+45501878,181.21679,45.83855,E4,train
J13023873+45263730,195.66137,45.443694,E4,train
J11133404+11272225,168.39183,11.456181,E4,valid
J12081992+12171204,182.083,12.286678,E4,train
J13134095+13210896,198.42062,13.352489000000002,E4,test_expert
J12195387+41504493,184.97446,41.845814,E4,train
J13182780+41140519,199.61583,41.234775,E4,train
J12042472+42334262,181.103,42.561839,E4,train
J13581604+38483680,209.56683,38.810222,E4,valid
J12484656+41391625,192.194,41.654514,E4,train
J14005007+39092241,210.20862,39.156225,E4,test_expert
J10573117+40564614,164.37986999999995,40.94615,E4,valid
J12364528+43383688,189.18867,43.64357800000001,E4,test_expert
J14041552+35480236,211.06467,35.800656,E4,valid
J15152871+31213348,228.86962000000003,31.3593,E4,train
J15211130+30350236,230.29708,30.583989000000006,E4,train
J15405021+05552431,235.20921,5.923419,E4,train
J15355210+39460802,233.96708,39.768894,E4,test_expert
J15243660+32091923,231.1525,32.155342,E4,train
J15353366+30451255,233.89025,30.753486,E4,test_expert
J15395077+30430400,234.96154,30.717778000000006,E4,train
J16095018+26263204,242.45908,26.442233,E4,valid
J16094060+27004684,242.41917,27.013011,E4,test_expert
J16123884+29383690,243.16183,29.643583000000003,E4,train
J16352670+25554487,248.86125,25.929131,E4,train
J15582000+27140026,239.58333,27.233406,E4,train
J16375295+26154109,249.47062000000003,26.261414,E4,train
J16231798+30154741,245.82492,30.263169,E4,valid
J16025271+37281061,240.71962,37.469614,E4,train
J16025401+33080479,240.72504,33.134664,E4,train
J16501570+23344737,252.56542,23.579825,E4,valid
J16431543+25534409,250.81429,25.895581,E4,test_expert
J14032151+12534357,210.83962,12.895436,E4,valid
J14044571+14225534,211.19046,14.382039,E4,valid
J16325592+23564516,248.233,23.945878,E4,train
J15485585+08504436,237.23271,8.845656,E4,valid
J15482630+09095238,237.10958,9.16455,E4,test_expert
J16543073+19461553,253.62804,19.770981,E4,test_expert
J15045563+31073001,226.23179,31.125003000000003,E4,test_expert
J16411890+22164355,250.32875,22.278764,E4,train
J10380739+12403004,159.53079,12.675011,E4,test_expert
J10013510+12455385,150.39625,12.764958,E4,train
